amount,time_hour,transaction_frequency,days_since_last,merchant_category,is_fraud,amount_log,is_night,high_frequency
20.58500368707837,12.316056527947296,6,0.15993996371073374,5,0.0,3.071998799824122,0,0
74.6951582740636,16.05408547701894,4,0.5720636576294977,3,0.0,4.326714199006416,0,0
48.89445714095118,16.613915927806964,2,2.88667753633178,5,0.0,3.9099099172480507,0,0
1.8119501455745992,16.596373537550004,2,3.087895577005492,1,0.0,1.033878244621482,0,0
43.03299643822845,16.114539261338237,3,0.16521683351051064,2,0.0,3.784939271920117,0,0
14.215254459727674,20.083404928255117,4,2.076642270423339,1,0.0,2.722298507476432,0,0
7.954093965741799,13.669209019926406,5,0.26671770127570366,5,0.0,2.1921108540390946,0,0
51.46980999199005,9.967947107317288,5,0.961272329555738,4,0.0,3.9602379564225774,0,0
31.725456788074368,14.445074076669957,0,1.9516714060203344,5,0.0,3.488153270081262,0,0
4.242437529015604,12.861497982985284,3,7.631053617262959,4,0.0,1.6567865674645894,0,0
24.564689738889044,11.767466961370197,8,1.4004178615464618,4,0.0,3.241212092291256,0,0
162.74792454283363,18.1455436343481,4,2.2105518835762887,2,0.0,5.098328199887457,0,0
17.68108039088484,16.805022557773476,2,0.39994868931663025,3,0.0,2.927511267899352,0,0
21.73036073534379,19.226216270938004,6,2.4711672766182984,3,0.0,3.1237015081891903,0,0
8.799126053415916,12.2638665827056,7,1.7241214397055435,2,0.0,2.2822932034770465,0,0
13.308453853426471,18.839575840076417,5,1.7859315635382356,3,0.0,2.660850541149948,0,0
33.924564633367986,11.88433448358138,5,0.43585540738266015,2,0.0,3.553190439306358,0,0
972.8105211702809,3.0,16,0.33410248100607787,5,1.0,6.881216747931641,1,1
37.459973255280374,14.562035617142422,7,3.186483882183875,4,0.0,3.649618044769866,0,0
25.73287095933742,14.201884214733845,3,0.09742487576409978,5,0.0,3.285893930269402,0,0
481.24387893893964,2.0,14,0.21278429275990987,2,1.0,6.178449958991838,1,1
6.104596365140864,18.609394555847704,1,1.8630736965298786,4,0.0,1.9607419499621797,0,0
145.70733988268427,9.375490531395872,4,0.3531350915365803,5,0.0,4.9884397171807775,0,0
48.8755228980395,14.60347051404625,2,0.16341181120530968,5,0.0,3.909530359326287,0,0
67.66760571219642,9.22648475022472,6,2.1659282865225333,5,0.0,4.2292775554482995,0,0
565.6703545606076,2.0,17,0.17706483582920793,5,1.0,6.339777749403152,1,1
24.21185851424566,15.03572171290276,6,2.5188057221037976,1,0.0,3.227314459793362,0,0
26.529964319253207,15.158679248552563,4,3.1711825610966873,4,0.0,3.3152750230858667,0,0
30.253045436561354,13.937248132972249,4,0.21329286364011737,5,0.0,3.442116825404044,0,0
53.53006354642002,15.408099315157122,4,4.046646159200203,1,0.0,3.9987521742851735,0,0
62.692464388838786,17.413395909360588,7,3.7804171225263308,5,0.0,4.154066257131934,0,0
5.911718817835568,20.035675577067614,5,0.2923686913853086,3,0.0,1.933218350384296,0,0
57.370248047861594,11.568760079881368,4,3.31448641937385,2,0.0,4.066806308784563,0,0
93.22929970591488,13.558540962832561,4,0.14492267019957777,3,0.0,4.54573117043805,0,0
99.83987186377354,21.699762052748227,4,5.361464167616448,3,0.0,4.613533831630431,0,0
71.08889013113904,11.26001539949443,5,0.16118698877556561,3,0.0,4.277899942697184,0,0
51.23363810539973,21.77030871532253,6,0.3004595690718628,4,0.0,3.955726695496238,0,0
24.31459660493468,15.26780802793646,4,2.2528683505717066,3,0.0,3.231381170273565,0,0
61.797063803355975,13.353424822085556,7,4.131163888922827,3,0.0,4.139908317657486,0,0
26.552924991185595,16.77479182005258,5,7.121860577178307,1,0.0,3.316108700242227,0,0
2.5283088405979743,15.728480975935078,4,0.28140663016207573,3,0.0,1.2608186741651892,0,0
82.61657864064384,9.697053406233554,3,2.38824776754947,1,0.0,4.426241809528617,0,0
13.289262985009007,12.197173763290964,4,2.0609533414343506,3,0.0,2.6595084150350137,0,0
0.9200422291350013,14.595235046718361,7,2.392327776228769,5,0.0,0.6523471801389648,0,0
23.092934526780684,20.11511534284123,3,0.7323617716084777,3,0.0,3.1819186243503292,0,0
29.004542129269918,12.756249934595624,5,0.4570144381098543,3,0.0,3.401348774510677,0,0
11.108431699845903,13.01877005524879,6,0.6075370189329772,5,0.0,2.4939020446241362,0,0
61.06258569092443,13.319104832115283,8,0.8550859235680767,4,0.0,4.128143322524267,0,0
30.291381554346426,6.2977305586684915,5,4.143122046481781,5,0.0,3.443342709929026,0,0
134.2316171793108,17.29029168480192,7,0.17847696082168288,3,0.0,4.906988991145633,0,0
10.273352268225352,7.353676043288032,11,1.3294750792239927,5,0.0,2.4224417344187748,0,1
44.31177316238579,16.895988129607616,2,1.6773323594767213,5,0.0,3.813566891931998,0,0
52.272236948028784,8.261676556382604,7,5.868960874725825,4,0.0,3.9754153126890435,0,0
135.61449216118885,16.34740615513947,8,4.24434439558404,3,0.0,4.9171630334653305,0,0
69.50303190493369,12.260821226511132,7,1.264106123987735,4,0.0,4.255655714637243,0,0
22.262740415425338,14.403215481839096,6,0.021500598188130833,3,0.0,3.1468529568069727,0,0
